current_path,status,project,subfolder,proposed_target,size_bytes,mtime
/Users/sunniyaremchuk/Invoice 10612 127 ST NW.pdf,unique,10612 127,Financials,/Users/sunniyaremchuk/RealEstate_Organized/10612 127/Financials/Invoice 10612 127 ST NW.pdf,27883,1770227702
/Users/sunniyaremchuk/6408_106_St_TRUE_Soft_Costs_Only (1).xlsx,primary,6408 106,,/Users/sunniyaremchuk/RealEstate_Organized/6408 106/_NeedsReview/6408_106_St_TRUE_Soft_Costs_Only (1).xlsx,5696,1767818534
/Users/sunniyaremchuk/Ab buyer - Uploaded  - Sheet1.csv,unique,,,/Users/sunniyaremchuk/RealEstate_Organized/_NeedsReview/Ab buyer - Uploaded  - Sheet1.csv,57876,1769655658
/Users/sunniyaremchuk/Schedule_G_Completion_Purchase_Addendum_NoAssign_NoPM_2337k.pdf,unique,,,/Users/sunniyaremchuk/RealEstate_Organized/_NeedsReview/Schedule_G_Completion_Purchase_Addendum_NoAssign_NoPM_2337k.pdf,5881,1768678711
/Users/sunniyaremchuk/Schedule_D_Project_Utility_Metering (2).pdf,primary,,,/Users/sunniyaremchuk/RealEstate_Organized/_NeedsReview/Schedule_D_Project_Utility_Metering (2).pdf,8027,1768877213
/Users/sunniyaremchuk/Assignment Agreement- Jasper Park.pdf,unique,Jasper Park,Contracts,/Users/sunniyaremchuk/RealEstate_Organized/Jasper Park/Contracts/Assignment Agreement- Jasper Park.pdf,298668,1773940703
/Users/sunniyaremchuk/Cold_Call_Script_Direct_Sale.pdf,unique,,,/Users/sunniyaremchuk/RealEstate_Organized/_NeedsReview/Cold_Call_Script_Direct_Sale.pdf,6267,1773112391
/Users/sunniyaremchuk/2026 Derelict List Final .xlsx,unique,,,/Users/sunniyaremchuk/RealEstate_Organized/_NeedsReview/2026 Derelict List Final .xlsx,54473,1768786799
/Users/sunniyaremchuk/edmonton_properties_enriched_batch9.xlsx,unique,,,/Users/sunniyaremchuk/RealEstate_Organized/_NeedsReview/edmonton_properties_enriched_batch9.xlsx,7675,1767836470
/Users/sunniyaremchuk/75' Wide 3 Plex - 1298 SF - Front Elevation.jpg,duplicate,,(_Duplicates),/Users/sunniyaremchuk/RealEstate_Organized/_Duplicates/Unknown/75' Wide 3 Plex - 1298 SF - Front Elevation.jpg,847870,1767233913
/Users/sunniyaremchuk/Credit Facility and Promissory Note - (CMI)May2024.pdf.pdf,unique,,,/Users/sunniyaremchuk/RealEstate_Organized/_NeedsReview/Credit Facility and Promissory Note - (CMI)May2024.pdf.pdf,201576,1767652137
/Users/sunniyaremchuk/Building Permit 564496862-006.pdf,duplicate,,(_Duplicates),/Users/sunniyaremchuk/RealEstate_Organized/_Duplicates/Unknown/Building Permit 564496862-006.pdf,203442,1766529993
/Users/sunniyaremchuk/property_assessment_lookup_queue.csv,unique,,,/Users/sunniyaremchuk/RealEstate_Organized/_NeedsReview/property_assessment_lookup_queue.csv,22623,1768248129
/Users/sunniyaremchuk/Ltr -Contract termination Allendale 5plex.pdf,duplicate,Allendale,(_Duplicates),/Users/sunniyaremchuk/RealEstate_Organized/_Duplicates/Allendale/Ltr -Contract termination Allendale 5plex.pdf,219458,1767737000
/Users/sunniyaremchuk/6408_wasted_costs_tracker.xlsx,duplicate,,(_Duplicates),/Users/sunniyaremchuk/RealEstate_Organized/_Duplicates/Unknown/6408_wasted_costs_tracker.xlsx,8017,1768498215
/Users/sunniyaremchuk/vancouver_multifamily_agents_full.csv,unique,,,/Users/sunniyaremchuk/RealEstate_Organized/_NeedsReview/vancouver_multifamily_agents_full.csv,13768,1767827082
/Users/sunniyaremchuk/Commercial Purchase Contract (1) (2).pdf,duplicate,,(_Duplicates),/Users/sunniyaremchuk/RealEstate_Organized/_Duplicates/Unknown/Commercial Purchase Contract (1) (2).pdf,161272,1768681389
/Users/sunniyaremchuk/9-Plex Foundation Stage Cost Breakdown.xlsx,unique,,Financials,/Users/sunniyaremchuk/RealEstate_Organized/_Library/Financials/9-Plex Foundation Stage Cost Breakdown.xlsx,11185,1767811099
/Users/sunniyaremchuk/Allendale 61 INC. GSA .pdf,unique,Allendale,,/Users/sunniyaremchuk/RealEstate_Organized/Allendale/_NeedsReview/Allendale 61 INC. GSA .pdf,111906,1764870950
/Users/sunniyaremchuk/brave_screenshot_mail.google.com (1).png,unique,,Photos,/Users/sunniyaremchuk/RealEstate_Organized/_Library/Photos/brave_screenshot_mail.google.com (1).png,112008,1772598016
/Users/sunniyaremchuk/Allendale_Equity_SoftCosts_Styled (2).xlsx,unique,Allendale,,/Users/sunniyaremchuk/RealEstate_Organized/Allendale/_NeedsReview/Allendale_Equity_SoftCosts_Styled (2).xlsx,10213,1773084360
/Users/sunniyaremchuk/RT Registration.pdf,unique,,,/Users/sunniyaremchuk/RealEstate_Organized/_NeedsReview/RT Registration.pdf,50051,1774215964
/Users/sunniyaremchuk/Spec Design Concept for Drawings (2).pdf,unique,,,/Users/sunniyaremchuk/RealEstate_Organized/_NeedsReview/Spec Design Concept for Drawings (2).pdf,3790569,1773155330
/Users/sunniyaremchuk/affordable-housing-fund-highlight-sheet-rapid-housing-en.pdf,unique,,,/Users/sunniyaremchuk/RealEstate_Organized/_NeedsReview/affordable-housing-fund-highlight-sheet-rapid-housing-en.pdf,577296,1766541764
/Users/sunniyaremchuk/Schedule_F_GST_Rebate_Agreement_Simple.pdf,duplicate,,(_Duplicates),/Users/sunniyaremchuk/RealEstate_Organized/_Duplicates/Unknown/Schedule_F_GST_Rebate_Agreement_Simple.pdf,2816,1768677526
/Users/sunniyaremchuk/3-13862-16645.pdf,primary,,,/Users/sunniyaremchuk/RealEstate_Organized/_NeedsReview/3-13862-16645.pdf,61223,1773079218
/Users/sunniyaremchuk/Melodia Yaremchuk x TrustWorks NDA.pdf,unique,,Contracts,/Users/sunniyaremchuk/RealEstate_Organized/_Library/Contracts/Melodia Yaremchuk x TrustWorks NDA.pdf,84725,1766769850
/Users/sunniyaremchuk/Investor-Capital Sheets #2 FB Leads .xlsx,unique,,Investor Docs,/Users/sunniyaremchuk/RealEstate_Organized/_Library/Investor Docs/Investor-Capital Sheets #2 FB Leads .xlsx,69470,1771525719
/Users/sunniyaremchuk/10612 - 127 STREET NW- Addendum.pdf,duplicate,10612 127 Street,(_Duplicates),/Users/sunniyaremchuk/RealEstate_Organized/_Duplicates/10612 127 Street/10612 - 127 STREET NW- Addendum.pdf,303223,1767728705
/Users/sunniyaremchuk/Jasper Park Budget v3.xlsx,duplicate,Jasper Park,(_Duplicates),/Users/sunniyaremchuk/RealEstate_Organized/_Duplicates/Jasper Park/Jasper Park Budget v3.xlsx,36040,1773156146
/Users/sunniyaremchuk/Uvita-Nomad Resport .pdf,unique,,,/Users/sunniyaremchuk/RealEstate_Organized/_NeedsReview/Uvita-Nomad Resport .pdf,1676341,1771622660
/Users/sunniyaremchuk/drive-download-20260309T165333Z-1-001.zip,unique,,,/Users/sunniyaremchuk/RealEstate_Organized/_NeedsReview/drive-download-20260309T165333Z-1-001.zip,11962297,1773075221
/Users/sunniyaremchuk/Development Pro Forma - Sage Way Okotoks Jan 2026.xlsx,duplicate,,(_Duplicates),/Users/sunniyaremchuk/RealEstate_Organized/_Duplicates/Unknown/Development Pro Forma - Sage Way Okotoks Jan 2026.xlsx,89841,1769022973
/Users/sunniyaremchuk/Mayfield_110_Cost_Breakdown_with_PaidToDate.xlsx,unique,Mayfield 110,,/Users/sunniyaremchuk/RealEstate_Organized/Mayfield 110/_NeedsReview/Mayfield_110_Cost_Breakdown_with_PaidToDate.xlsx,4335173,1767998481
/Users/sunniyaremchuk/CCDC2 BLANK (1) (1).pdf,primary,,,/Users/sunniyaremchuk/RealEstate_Organized/_NeedsReview/CCDC2 BLANK (1) (1).pdf,706133,1766527772
/Users/sunniyaremchuk/I made this on Canva _).jpeg,unique,,Photos,/Users/sunniyaremchuk/RealEstate_Organized/_Library/Photos/I made this on Canva _).jpeg,160019,1766943881
/Users/sunniyaremchuk/PNW_Statement_Loren_ready_to_fill.xlsx,duplicate,,(_Duplicates),/Users/sunniyaremchuk/RealEstate_Organized/_Duplicates/Unknown/PNW_Statement_Loren_ready_to_fill.xlsx,57787,1767907453
/Users/sunniyaremchuk/CCDC2 BLANK (1).pdf,duplicate,,(_Duplicates),/Users/sunniyaremchuk/RealEstate_Organized/_Duplicates/Unknown/CCDC2 BLANK (1).pdf,706133,1766527731
/Users/sunniyaremchuk/75' Wide 3 Plex - 1298 SF - Main Floor (1).jpg,primary,,Photos,/Users/sunniyaremchuk/RealEstate_Organized/_Library/Photos/75' Wide 3 Plex - 1298 SF - Main Floor (1).jpg,664724,1767765020
/Users/sunniyaremchuk/Complete_with_Docusign_Construction_Agreemen.pdf,unique,,,/Users/sunniyaremchuk/RealEstate_Organized/_NeedsReview/Complete_with_Docusign_Construction_Agreemen.pdf,243194,1773094328
/Users/sunniyaremchuk/Copy of First Deal Rental Property Underwriting Tool.xlsx,unique,,Financials,/Users/sunniyaremchuk/RealEstate_Organized/_Library/Financials/Copy of First Deal Rental Property Underwriting Tool.xlsx,432421,1767813203
/Users/sunniyaremchuk/10612 - 127 STREET NW- Schedule M - Project Utility Metering (2).pdf,primary,10612 127 Street,Contracts,/Users/sunniyaremchuk/RealEstate_Organized/10612 127 Street/Contracts/10612 - 127 STREET NW- Schedule M - Project Utility Metering (2).pdf,214817,1768674399
/Users/sunniyaremchuk/edmonton_properties_enriched_batch3.csv,unique,,,/Users/sunniyaremchuk/RealEstate_Organized/_NeedsReview/edmonton_properties_enriched_batch3.csv,2818,1767829162
/Users/sunniyaremchuk/property_lot_sold_sample_10.csv,unique,,,/Users/sunniyaremchuk/RealEstate_Organized/_NeedsReview/property_lot_sold_sample_10.csv,3477,1767593745
/Users/sunniyaremchuk/2441288-SurveyPlan Allendale 6408 Survey.pdf,unique,Allendale,Plans & Permits,/Users/sunniyaremchuk/RealEstate_Organized/Allendale/Plans & Permits/2441288-SurveyPlan Allendale 6408 Survey.pdf,455721,1766605798
/Users/sunniyaremchuk/Jasper Place 9121 152 St  LOI - Revised - February 4 2026 (1) (1).pdf,primary,9121 152,,/Users/sunniyaremchuk/RealEstate_Organized/9121 152/_NeedsReview/Jasper Place 9121 152 St  LOI - Revised - February 4 2026 (1) (1).pdf,410496,1773094965
/Users/sunniyaremchuk/I make $100k Per month.pdf,unique,,,/Users/sunniyaremchuk/RealEstate_Organized/_NeedsReview/I make $100k Per month.pdf,100654126,1766956378
/Users/sunniyaremchuk/10612 - 127 STREET NW- Rebate Agreement (2).pdf,primary,10612 127 Street,Contracts,/Users/sunniyaremchuk/RealEstate_Organized/10612 127 Street/Contracts/10612 - 127 STREET NW- Rebate Agreement (2).pdf,364541,1768674385
/Users/sunniyaremchuk/INDEPENDENT CONTRACTOR AGREEMENT .pdf,unique,,Contracts,/Users/sunniyaremchuk/RealEstate_Organized/_Library/Contracts/INDEPENDENT CONTRACTOR AGREEMENT .pdf,78679,1768760968
/Users/sunniyaremchuk/Shareholder-Resolution-Dispensing-with-Auditor.pdf,primary,,Investor Docs,/Users/sunniyaremchuk/RealEstate_Organized/_Library/Investor Docs/Shareholder-Resolution-Dispensing-with-Auditor.pdf,34852,1767902230
/Users/sunniyaremchuk/TEMPLATE - PNW Statement - Loren .xlsx,unique,,Investor Docs,/Users/sunniyaremchuk/RealEstate_Organized/_Library/Investor Docs/TEMPLATE - PNW Statement - Loren .xlsx,24691,1767904834
/Users/sunniyaremchuk/10646 61 Ave Allendale Cashflow .xlsx,unique,Allendale,Financials,/Users/sunniyaremchuk/RealEstate_Organized/Allendale/Financials/10646 61 Ave Allendale Cashflow .xlsx,8800,1767766266
/Users/sunniyaremchuk/Screenshot 2025-12-19 at 15.52.28.png,unique,,Photos,/Users/sunniyaremchuk/RealEstate_Organized/_Library/Photos/Screenshot 2025-12-19 at 15.52.28.png,750603,1767737591
"/Users/sunniyaremchuk/_Vancouver. zco-star, Buyer, all, MF- Upload to GHL - Sheet1.csv",unique,,,"/Users/sunniyaremchuk/RealEstate_Organized/_NeedsReview/_Vancouver. zco-star, Buyer, all, MF- Upload to GHL - Sheet1.csv",10271,1766878212
/Users/sunniyaremchuk/5U1A9191.jpg,unique,,Photos,/Users/sunniyaremchuk/RealEstate_Organized/_Library/Photos/5U1A9191.jpg,6329324,1767830174
/Users/sunniyaremchuk/75' Wide 3 Plex - 1298 SF - Main Floor.jpg,duplicate,,(_Duplicates),/Users/sunniyaremchuk/RealEstate_Organized/_Duplicates/Unknown/75' Wide 3 Plex - 1298 SF - Main Floor.jpg,664724,1767233902
"/Users/sunniyaremchuk/Land Sellers, Alberta  - Sheet1.csv",unique,,,"/Users/sunniyaremchuk/RealEstate_Organized/_NeedsReview/Land Sellers, Alberta  - Sheet1.csv",128775,1766878950
/Users/sunniyaremchuk/brave_screenshot_console.twilio.com.png,unique,,Photos,/Users/sunniyaremchuk/RealEstate_Organized/_Library/Photos/brave_screenshot_console.twilio.com.png,107636,1767990185
/Users/sunniyaremchuk/5U1A9026.jpg,unique,,Photos,/Users/sunniyaremchuk/RealEstate_Organized/_Library/Photos/5U1A9026.jpg,5027760,1767830361
/Users/sunniyaremchuk/Schedule_G_Completion_Addendum_Q1_2027_DepositRelease.pdf,duplicate,,(_Duplicates),/Users/sunniyaremchuk/RealEstate_Organized/_Duplicates/Unknown/Schedule_G_Completion_Addendum_Q1_2027_DepositRelease.pdf,5607,1768680490
/Users/sunniyaremchuk/edmonton_properties_enriched_batch2.csv,unique,,,/Users/sunniyaremchuk/RealEstate_Organized/_NeedsReview/edmonton_properties_enriched_batch2.csv,3009,1767829156
/Users/sunniyaremchuk/Letter of Good Standing.pdf,unique,,,/Users/sunniyaremchuk/RealEstate_Organized/_NeedsReview/Letter of Good Standing.pdf,159618,1767910919
/Users/sunniyaremchuk/DSC00372.jpg,unique,,Photos,/Users/sunniyaremchuk/RealEstate_Organized/_Library/Photos/DSC00372.jpg,829462,1769014855
/Users/sunniyaremchuk/Jasper Place 9121 152 St  LOI - Revised - February 4 2026 (3).pdf,primary,9121 152,,/Users/sunniyaremchuk/RealEstate_Organized/9121 152/_NeedsReview/Jasper Place 9121 152 St  LOI - Revised - February 4 2026 (3).pdf,289580,1773156672
/Users/sunniyaremchuk/10646 61 Ave Allendale Cashflow  (1).xlsx,unique,Allendale,Financials,/Users/sunniyaremchuk/RealEstate_Organized/Allendale/Financials/10646 61 Ave Allendale Cashflow  (1).xlsx,9217,1768882032
/Users/sunniyaremchuk/Personalfinancialstatement'12.pdf,unique,,,/Users/sunniyaremchuk/RealEstate_Organized/_NeedsReview/Personalfinancialstatement'12.pdf,196328,1771257368
/Users/sunniyaremchuk/10612 - 127 STREET NW- Schedule M - Project Utility Metering (1).pdf,duplicate,10612 127 Street,(_Duplicates),/Users/sunniyaremchuk/RealEstate_Organized/_Duplicates/10612 127 Street/10612 - 127 STREET NW- Schedule M - Project Utility Metering (1).pdf,214817,1768538415
/Users/sunniyaremchuk/106 Street Property - CMLS.pdf,unique,106 Street Property,Marketing & OM,/Users/sunniyaremchuk/RealEstate_Organized/106 Street Property/Marketing & OM/106 Street Property - CMLS.pdf,509780,1766605775
/Users/sunniyaremchuk/Property_Assessment_Data_(Current_Calendar_Year)_20260112 (1).csv,unique,,,/Users/sunniyaremchuk/RealEstate_Organized/_NeedsReview/Property_Assessment_Data_(Current_Calendar_Year)_20260112 (1).csv,68723,1768237963
/Users/sunniyaremchuk/Untitled spreadsheet.xlsx,unique,,,/Users/sunniyaremchuk/RealEstate_Organized/_NeedsReview/Untitled spreadsheet.xlsx,5997,1773070777
/Users/sunniyaremchuk/Information Statement.pdf,unique,,,/Users/sunniyaremchuk/RealEstate_Organized/_NeedsReview/Information Statement.pdf,230366,1767910916
/Users/sunniyaremchuk/Statements (1).pdf,unique,,,/Users/sunniyaremchuk/RealEstate_Organized/_NeedsReview/Statements (1).pdf,198071,1773941156
/Users/sunniyaremchuk/10612 - 127 STREET NW- Rebate Agreement (1).pdf,duplicate,10612 127 Street,(_Duplicates),/Users/sunniyaremchuk/RealEstate_Organized/_Duplicates/10612 127 Street/10612 - 127 STREET NW- Rebate Agreement (1).pdf,364541,1768538367
/Users/sunniyaremchuk/E2025-07-CI-001 Allendale Billing #1 - 26_08_2025.pdf,primary,Allendale,,/Users/sunniyaremchuk/RealEstate_Organized/Allendale/_NeedsReview/E2025-07-CI-001 Allendale Billing #1 - 26_08_2025.pdf,98490,1767737396
/Users/sunniyaremchuk/Invoice.pdf,unique,,Financials,/Users/sunniyaremchuk/RealEstate_Organized/_Library/Financials/Invoice.pdf,208912,1773941113
/Users/sunniyaremchuk/FIre Plan .pdf,unique,,Plans & Permits,/Users/sunniyaremchuk/RealEstate_Organized/_Library/Plans & Permits/FIre Plan .pdf,354529,1769567851
/Users/sunniyaremchuk/GSA (2).pdf,unique,,,/Users/sunniyaremchuk/RealEstate_Organized/_NeedsReview/GSA (2).pdf,112381,1767652215
/Users/sunniyaremchuk/Purchase_Contract_(10315) (1) (1).pdf,unique,,,/Users/sunniyaremchuk/RealEstate_Organized/_NeedsReview/Purchase_Contract_(10315) (1) (1).pdf,488660,1770666128
"/Users/sunniyaremchuk/BC, Co-Star, Buyers, All, After 2014.xlsx - export.csv",unique,,,"/Users/sunniyaremchuk/RealEstate_Organized/_NeedsReview/BC, Co-Star, Buyers, All, After 2014.xlsx - export.csv",196884,1769656796
/Users/sunniyaremchuk/Modern and Elegant Real Estate Flyer Template.pdf,unique,,,/Users/sunniyaremchuk/RealEstate_Organized/_NeedsReview/Modern and Elegant Real Estate Flyer Template.pdf,2393245,1767832584
/Users/sunniyaremchuk/Go High Level All Contacts.csv,unique,,,/Users/sunniyaremchuk/RealEstate_Organized/_NeedsReview/Go High Level All Contacts.csv,742641,1768945121
/Users/sunniyaremchuk/10612 - 127 STREET NW - Schedule A - Plans.pdf,duplicate,10612 127 Street,(_Duplicates),/Users/sunniyaremchuk/RealEstate_Organized/_Duplicates/10612 127 Street/10612 - 127 STREET NW - Schedule A - Plans.pdf,1376497,1767728677
/Users/sunniyaremchuk/Schedule_F_GST_Rebate_Agreement_Simple (1).pdf,duplicate,,(_Duplicates),/Users/sunniyaremchuk/RealEstate_Organized/_Duplicates/Unknown/Schedule_F_GST_Rebate_Agreement_Simple (1).pdf,2816,1768677668
/Users/sunniyaremchuk/5U1A9176.jpg,unique,,Photos,/Users/sunniyaremchuk/RealEstate_Organized/_Library/Photos/5U1A9176.jpg,5569803,1767830198
/Users/sunniyaremchuk/Schedule_G_Completion_Purchase_Addendum.pdf,unique,,,/Users/sunniyaremchuk/RealEstate_Organized/_NeedsReview/Schedule_G_Completion_Purchase_Addendum.pdf,6657,1768677917
/Users/sunniyaremchuk/Term Sheet 6408 106 St.pdf,primary,6408 106,,/Users/sunniyaremchuk/RealEstate_Organized/6408 106/_NeedsReview/Term Sheet 6408 106 St.pdf,1028828,1767737402
/Users/sunniyaremchuk/Peakhill Commitment Letter 6408 106 St (1).pdf,primary,6408 106,,/Users/sunniyaremchuk/RealEstate_Organized/6408 106/_NeedsReview/Peakhill Commitment Letter 6408 106 St (1).pdf,465100,1767842796
/Users/sunniyaremchuk/High Park 9-Plex Budget.xlsx,unique,High Park,Financials,/Users/sunniyaremchuk/RealEstate_Organized/High Park/Financials/High Park 9-Plex Budget.xlsx,33528,1767914159
/Users/sunniyaremchuk/Realtor - Uploaded  - Sheet1.csv,unique,,,/Users/sunniyaremchuk/RealEstate_Organized/_NeedsReview/Realtor - Uploaded  - Sheet1.csv,3381,1769654525
/Users/sunniyaremchuk/Schedule_F_GST_Rebate_Agreement_Simple_Filled_2337k (1).pdf,primary,,,/Users/sunniyaremchuk/RealEstate_Organized/_NeedsReview/Schedule_F_GST_Rebate_Agreement_Simple_Filled_2337k (1).pdf,2860,1768877254
/Users/sunniyaremchuk/B & H; INTELLECTUAL PROPERTY ASSIGNMENT AGREEMENT.pdf,unique,,Contracts,/Users/sunniyaremchuk/RealEstate_Organized/_Library/Contracts/B & H; INTELLECTUAL PROPERTY ASSIGNMENT AGREEMENT.pdf,84446,1770915243
/Users/sunniyaremchuk/Whale .jpg,unique,,Photos,/Users/sunniyaremchuk/RealEstate_Organized/_Library/Photos/Whale .jpg,53632,1771441699
/Users/sunniyaremchuk/Builders_Developers INFO (email_numbers) .xlsx - Sheet1.csv,unique,,,/Users/sunniyaremchuk/RealEstate_Organized/_NeedsReview/Builders_Developers INFO (email_numbers) .xlsx - Sheet1.csv,17003,1769657093
/Users/sunniyaremchuk/Subject_Quick_Valuation_Model.xlsx,unique,,,/Users/sunniyaremchuk/RealEstate_Organized/_NeedsReview/Subject_Quick_Valuation_Model.xlsx,5575,1772644143
/Users/sunniyaremchuk/Commercial Purchase Contract (1) (1).pdf,unique,,Contracts,/Users/sunniyaremchuk/RealEstate_Organized/_Library/Contracts/Commercial Purchase Contract (1) (1).pdf,159970,1768681079
/Users/sunniyaremchuk/land buyers_developers - Uploaded  - Sheet1.csv,unique,,,/Users/sunniyaremchuk/RealEstate_Organized/_NeedsReview/land buyers_developers - Uploaded  - Sheet1.csv,8013,1769655069
/Users/sunniyaremchuk/9121 152 ST WDV.4.pdf,duplicate,9121 152,(_Duplicates),/Users/sunniyaremchuk/RealEstate_Organized/_Duplicates/9121 152/9121 152 ST WDV.4.pdf,2004510,1769460262
/Users/sunniyaremchuk/Schedule_F_GST_Rebate_Agreement_Simple_Filled_2337k.pdf,duplicate,,(_Duplicates),/Users/sunniyaremchuk/RealEstate_Organized/_Duplicates/Unknown/Schedule_F_GST_Rebate_Agreement_Simple_Filled_2337k.pdf,2860,1768678705
/Users/sunniyaremchuk/calc_dictionary.md,unique,,,/Users/sunniyaremchuk/RealEstate_Organized/_NeedsReview/calc_dictionary.md,8116,1767813724
/Users/sunniyaremchuk/Property Analyzer - MLI Select (8-plex).xlsx,unique,,,/Users/sunniyaremchuk/RealEstate_Organized/_NeedsReview/Property Analyzer - MLI Select (8-plex).xlsx,43128,1767813137
