record_type,name,email,phones,company,roles,asset_classes,strategies,markets,notes,sources
email_contact,Estate Homes,info@verandaestatehomes.com,(403) 239-8688; (587) 912-0255,verandaestatehomes,Builder,Infill,,Calgary; Edmonton,"o@ledgestonehomes.com"",""2025-12-16T14:48:42-07:00"",""Jan 05 2026 09:45 AM"",""yyc_infill, calgary_multifamily, yyc_data1"" ""LlGVcAOCXsUcQE3iftZ6"",,,""+14032398688"",""info@verandaestatehomes.com"",""2025-12-16",Calgary_Builders_and_Developers.csv | Calgary_Leads_Combined.csv | Calgary_Leads_For_GoHighLevel.csv | Calgary_Leads_For_GoHighLevel_PLUS247.csv | Calgary_Leads_For_GoHighLevel_PLUS247.xlsx | Export_Contacts_undefined_May_2026_10_54_PM.csv | Go High Level All Contacts.csv | library_contacts_Upload YYYC Infill .csv | library_contacts_YYYC_Infill_cleaned_E164.csv
email_contact,Estate Inc,lindsay@lizotterealestate.com,(587) 523-3267; (780) 423-6931; (780) 484-4366; (780) 488-0888; (780) 975-1515,lizotterealestate,Builder,,,Calgary; Edmonton,"0:43:40-06:00"",""Dec 06 2025 12:01 PM"",""infill_developer, developer_builders"" ""gtaXWQ854idr8z5j3HGV"",""Lizotte"",""And associates real estate inc."",""+17804880888"",""lindsay@lizotterealestate.com"",""2025-09-",Builders_Developers INFO (email_numbers) .xlsx - Sheet1.csv | Export_Contacts_undefined_May_2026_10_54_PM.csv | Go High Level All Contacts.csv | [Drive] Buyers_Developer_Builders_xlsx_1757717916.xlsx
email_contact,Etienne D. Gossweiler,edgeprojects@outlook.com,(403) 929-0600; (416) 731-1939; (780) 863-5157; (780) 938-7343,,Builder; Developer; Investor; Realtor,Land,,Calgary; Edmonton; Toronto,"QFVRHNpbnKjxODA"",""Ammy"",""Khullar"",,""ammykhullar@hotmail.com"",""2025-09-29T14:02:06-06:00"",,""commercial_buyer"" ""45Db7gdQYqPFNoFjAMSU"",""Etienne"",""D. gossweiler"",,""edgeprojects@outlook.com"",""2025-09-29T14",Export_Contacts_undefined_May_2026_10_54_PM.csv | Go High Level All Contacts.csv | [Drive] Admin_ Investors.xlsx | [Drive] Buyers_1742680165---uploaded .xlsx | [Drive] hubspot-crm-exports-all-contacts-2024-06-10.csv | [Drive] hubspot-crm-exports-all-contacts-2024-08-16.csv | land buyers_developers - Uploaded  - Sheet1.csv
email_contact,Excel Homes,info@jaymanbuilt.com,(403) 253-1433; (780) 246-2306; (780) 833-8873,jaymanbuilt,Builder,,,Calgary; Edmonton,"""omegafinishings@gmail.com"",""2025-09-24T10:42:41-06:00"",""Jan 05 2026 05:42 PM"",""infill_developer, developer_builders"" ""yOqfva7pLcMz70P39Fu5"",""Jayman"",""Built"",,""info@jaymanbuilt.com"",""2025-09-24T10:42:",Export_Contacts_undefined_May_2026_10_54_PM.csv | Go High Level All Contacts.csv | [Drive] Buyers_Developer_Builders_xlsx_1757717916.xlsx
email_contact,Fine Line,info@finelinehomes.ca,(403) 803-0644; (403) 966-5014; (403) 991-3463,finelinehomes,Builder,,,Calgary,",""yyc_infill"" ""omqHUmmGFDRKq2rNqvRm"",,,""+14039665014"",,""2025-12-18T15:43:09-07:00"",""Dec 25 2025 09:12 AM"",""yyc_infill"" ""Fwxw35NQqxtgrO7J0bz6"",,,""+14039913463"",""info@finelinehomes.ca"",""2025-12-18T15:43",Calgary_Builders_List.csv | Calgary_Builders_List.xlsx | Export_Contacts_undefined_May_2026_10_54_PM.csv | Go High Level All Contacts.csv
email_contact,Franken Homes,info@plexdevelopments.ca,(587) 415-9390; (780) 720-3748; (780) 975-3415,plexdevelopments,Builder,,,Calgary; Edmonton,"12:07 PM"",""land_developers, multifamily_precon_buyer, multifamily_buyer, ryan_fbleads_multifamily"" ""9AqUwYG1mWgXkkrvD8Qe"",""Plex"",""Developments"",""+17809753415"",""info@plexdevelopments.ca"",""2025-09-24T10",Export_Contacts_undefined_May_2026_10_54_PM.csv | Go High Level All Contacts.csv | [Drive] Buyers_Developer_Builders_xlsx_1757717916.xlsx
email_contact,,frankenhomes@gmail.com,(587) 415-9390; (780) 454-2700; (780) 720-3748,,Builder,,,Calgary; Edmonton,",,""info@hillviewmasterbuilder.com"",""2025-09-24T10:17:21-06:00"",,""infill_developer, developer_builders"" ""mVGYK3EAyiniNJCeRdPk"",""Franken"",""Homes"",""+17807203748"",""frankenhomes@gmail.com"",""2025-09-24T10:1",Export_Contacts_undefined_May_2026_10_54_PM.csv | Go High Level All Contacts.csv | [Drive] Buyers_Developer_Builders_xlsx_1757717916.xlsx
email_contact,Future Homes,info@myvicpropertymanagement.com,(587) 566-5779; (587) 989-7368; (780) 420-0044; (780) 424-7474; (780) 456-0066,myvicpropertymanagement,Builder; Developer,Infill,,Calgary; Edmonton,"041"",,""2025-09-24T10:35:38-06:00"",""Dec 06 2025 12:01 PM"",""infill_developer, developer_builders"" ""qBEM1shR6R1EHpbyhItI"",""Langier"",""Developments"",""+15879897368"",""info@myvicpropertymanagement.com"",""2025-",Builders_Developers INFO (email_numbers) .xlsx - Sheet1.csv | Export_Contacts_undefined_May_2026_10_54_PM.csv | Go High Level All Contacts.csv | [Drive] Buyers_Developer_Builders_xlsx_1757717916.xlsx
email_contact,,info@ghconstruction.ca,(587) 596-4210; (780) 705-7108,ghconstruction,Builder,,,Calgary; Edmonton,"4451"",,""2025-09-24T10:37:40-06:00"",""Jan 05 2026 05:42 PM"",""infill_developer, developer_builders"" ""ht3Tyac9o67NhAFrP41G"",""Gh"",""Construction ltd"",""+17807057108"",""info@ghconstruction.ca"",""2025-09-24T10:3",Export_Contacts_undefined_May_2026_10_54_PM.csv | Go High Level All Contacts.csv | [Drive] Buyers_Developer_Builders_xlsx_1757717916.xlsx
email_contact,Go Custom,info@landmarkhomes.com,(587) 200-7915,landmarkhomes,Builder,,,Calgary; Edmonton,"Builders"",""+17803431003"",,""2025-09-24T10:30:34-06:00"",""Jan 06 2026 08:42 AM"",""infill_developer, developer_builders"" ""gjQFyXU980nehm7UFquD"",""Landmark"",""Homes"",,""info@landmarkhomes.com"",""2025-09-24T10:3",Export_Contacts_undefined_May_2026_10_54_PM.csv | Go High Level All Contacts.csv | [Drive] Buyers_Developer_Builders_xlsx_1757717916.xlsx
email_contact,Gordon Dyck,zander-ventures@hotmail.com,(604) 786-5567; (647) 893-2901; (778) 800-6811; (780) 233-2965; (780) 271-6254; (780) 695-0038; (780) 850-3683; (780) 862-0001; (825) 431-0208,,Builder; Investor; Seller,Infill,Flip; Rental; Value-add,Calgary; Edmonton; Toronto; Vancouver,"vila,780-862-0001,admin@thestagingplace.ca,$400k,Most,Rehab homes,, Frederick Obodozie,647-893-2901,frederick@dialinngroup.com,,,Any,, Gordon Dyck,780-271-6254,zander-ventures@hotmail.com,,""Leduc, For",Export_Contacts_undefined_May_2026_10_54_PM.csv | Yeg_flip- Uploaded  - Sheet1.csv | [Drive] Admin_ Investors.xlsx | [Drive] Investors to Organize.xlsx | [Drive] Solomon Buyer's List (1).xlsx | [Drive] hubspot-crm-exports-all-contacts-2024-06-10.csv | [Drive] hubspot-crm-exports-all-contacts-2024-08-16.csv
email_contact,Grand Home,info@grandhomebuilder.ca,(403) 230-8500; (403) 630-1394,grandhomebuilder,Builder,Infill,,Calgary,"E5R"",,,""+14032308500"",,""2025-12-16T14:48:44-07:00"",""Dec 29 2025 09:59 AM"",""yyc_infill, calgary_multifamily, yyc_data1"" ""6CquHlEa9NO2aCEefAWC"",,,""+14032261288"",""info@grandhomebuilder.ca"",""2025-12-16T14",Calgary_Builders_and_Developers.csv | Calgary_Leads_Combined.csv | Calgary_Leads_For_GoHighLevel.csv | Calgary_Leads_For_GoHighLevel_PLUS247.csv | Calgary_Leads_For_GoHighLevel_PLUS247.xlsx | Export_Contacts_undefined_May_2026_10_54_PM.csv | Go High Level All Contacts.csv | library_contacts_Upload YYYC Infill .csv | library_contacts_YYYC_Infill_cleaned_E164.csv
email_contact,Greg Yelland,greg@gotstorage.ca,(250) 486-2293; (306) 821-4554; (416) 731-1939; (587) 969-6335; (780) 756-7173; (780) 966-8568,gotstorage,Builder; Investor,Commercial; Infill; Land; Multifamily,New development,Calgary; Edmonton; Other Canada; Toronto,"ZIWG0Fp"",""Pierre"",,""+17808635157"",,""2025-10-03T15:20:42-06:00"",""Oct 19 2025 09:04 AM"",""land_developers"" ""XK93TQU07zwlWN3Gsvvd"",""Greg"",""Yelland"",""+13068214554"",""greg@gotstorage.ca"",""2025-10-03T15:20:41",Export_Contacts_undefined_May_2026_10_54_PM.csv | Go High Level All Contacts.csv | [Drive] Admin_ Investors.xlsx | [Drive] Buyers_1742680165---uploaded .xlsx | [Drive] Solomon Buyer's List (1).xlsx | [Drive] hubspot-crm-exports-all-contacts-2024-06-10.csv | [Drive] hubspot-crm-exports-all-contacts-2024-08-16.csv | land buyers_developers - Uploaded  - Sheet1.csv
email_contact,Hafiza Homes,sales@hafizahomes.com,(403) 474-7776; (403) 616-6981; (403) 719-3666,hafizahomes,Builder,,,Calgary,"NtiWZta368Q"",,,""+14034747776"",""info@homesbyparagon.ca"",""2025-12-18T15:43:07-07:00"",""Dec 18 2025 03:49 PM"",""yyc_infill"" ""hY54eR2a7NFjlGn8OfMM"",,,""+14037193666"",""sales@hafizahomes.com"",""2025-12-18T15:43",Calgary_Builders_List.csv | Calgary_Builders_List.xlsx | Export_Contacts_undefined_May_2026_10_54_PM.csv | Go High Level All Contacts.csv
email_contact,Hillson Homes,info@hillsonhomes.com,(403) 202-1813; (403) 803-0644; (403) 952-7404,hillsonhomes,Builder,,,Calgary,"S7sDxaVPmp"",,,""+14039527404"",""sales@dreambuilthome.ca"",""2025-12-18T15:43:10-07:00"",""Dec 25 2025 09:09 AM"",""yyc_infill"" ""YuAYLKBZgu3E5mQROqG8"",,,""+14032021813"",""info@hillsonhomes.com"",""2025-12-18T15:43",Calgary_Builders_List.csv | Calgary_Builders_List.xlsx | Export_Contacts_undefined_May_2026_10_54_PM.csv | Go High Level All Contacts.csv
email_contact,Hillview Master,admin@centroidconstruction.com,(587) 222-1500; (780) 481-3700,centroidconstruction,Builder,,,Calgary; Edmonton,"info@hoxtonhomes.com"",""2025-09-24T10:43:54-06:00"",,""infill_developer, developer_builders"" ""hCwnEKhnDJVehUQ0pqPT"",""Centroid"",""Construction ltd."",""+15872221500"",""admin@centroidconstruction.com"",""2025-09",Export_Contacts_undefined_May_2026_10_54_PM.csv | Go High Level All Contacts.csv | [Drive] Buyers_Developer_Builders_xlsx_1757717916.xlsx
email_contact,Hillview Master,info@hillviewmasterbuilder.com,(587) 222-1500; (780) 433-1107; (780) 481-3700,hillviewmasterbuilder,Builder; Lender,,,Calgary; Edmonton,"elopment group"",,""info@maclabgroup.ca"",""2025-09-24T10:17:21-06:00"",,""infill_developer, developer_builders"" ""OrxR1iEUzW3nhuXplT3t"",""Hillview"",""Master builder"",,""info@hillviewmasterbuilder.com"",""2025-09",Builders_Developers INFO (email_numbers) .xlsx - Sheet1.csv | Export_Contacts_undefined_May_2026_10_54_PM.csv | Go High Level All Contacts.csv | [Drive] Buyers_Developer_Builders_xlsx_1757717916.xlsx
email_contact,Hockaday Homes,info@hockadayhomes.com,(403) 457-1157; (403) 880-0604,hockadayhomes,Builder,Infill,,Calgary,"FwB2ihHHPmkOGsw"",,,""+14038800604"",""info@calistahomes.com"",""2025-12-16T20:49:59-07:00"",""Dec 25 2025 09:10 AM"",""yyc_infill, yyc_data1"" ""bKAqlVbTdAezfPh7qWc4"",,,,""info@hockadayhomes.com"",""2025-12-16T20:4",Calgary_City_Derived_Builders_Developers_Contacts.csv | Calgary_Leads_Combined.csv | Calgary_Leads_For_GoHighLevel.csv | Calgary_Leads_For_GoHighLevel_PLUS247.csv | Calgary_Leads_For_GoHighLevel_PLUS247.xlsx | Export_Contacts_undefined_May_2026_10_54_PM.csv | Go High Level All Contacts.csv | library_contacts_Upload YYYC Infill .csv | library_contacts_YYYC_Infill_cleaned_E164.csv
email_contact,Home Builder,info@centurycustomhomes.ca,(403) 253-1433; (780) 246-2306; (780) 431-5615,centurycustomhomes,Builder,,,Calgary; Edmonton,"331"",,""2025-09-24T10:42:44-06:00"",""Jan 05 2026 05:42 PM"",""infill_developer, developer_builders"" ""lqNitkFN3ByYoLC3uguj"",""Century"",""Custom homes"",""+17802462306"",""info@centurycustomhomes.ca"",""2025-09-24T",Export_Contacts_undefined_May_2026_10_54_PM.csv | Go High Level All Contacts.csv | [Drive] Buyers_Developer_Builders_xlsx_1757717916.xlsx
email_contact,Home Builder,info@urbisinfill.ca,(587) 400-9914; (780) 482-1334; (780) 554-9124,urbisinfill,Builder; Developer,Infill,,Calgary; Edmonton,"7:30 AM"",""infill_developer, developer_builders, land_seller_alberta, sellers_multifamily_alberta"" ""Yy4ZTC12DAuBQM1amG8V"",""Urbis"",""Infill homes"",""+17805549124"",""info@urbisinfill.ca"",""2025-09-24T10:29:3",Export_Contacts_undefined_May_2026_10_54_PM.csv | Go High Level All Contacts.csv | [Drive] Buyers_Developer_Builders_xlsx_1757717916.xlsx
email_contact,Home Builder,info@carsonbuilt.com,(587) 269-3349; (780) 255-2222; (780) 904-1246,carsonbuilt,Builder,,,Calgary; Edmonton,",,,Newground Developments,,,,,www.newgrounddevelopments.ca Item,,info@dpadhomes.com,,Home Builder,,,,,,,DPAD Homes,,780.255.2222,,,https://dpadhomes.com/ Item,,info@carsonbuilt.com,,Custom home builde",[Drive] Buyers_Developer_Builders_xlsx_1757717916.xlsx
email_contact,Homes By,info@homesbysorensen.ca,(403) 291-3995; (403) 292-0610; (403) 966-7183; (403) 973-1409,homesbysorensen,Builder,,,Calgary,"1"" ""dB3Vvlk04NFZm0ZFFj2Y"",,,""+14039215911"",,""2025-12-16T20:50:09-07:00"",""Dec 25 2025 10:09 AM"",""yyc_infill, yyc_data1"" ""lIgVelhUDOm7uWgTSOuA"",,,""+14039667183"",""info@homesbysorensen.ca"",""2025-12-16T20:",Calgary_Builders_List.csv | Calgary_Builders_List.xlsx | Export_Contacts_undefined_May_2026_10_54_PM.csv | Go High Level All Contacts.csv
email_contact,Homes By,info@homesbyavi.com,(403) 252-4333; (403) 536-7000; (403) 700-2411; (403) 919-8674,homesbyavi,Builder; Developer,Infill,,Calgary,"77300"",,""2025-10-10T20:19:01-06:00"",""Dec 23 2025 09:10 AM"",""land_seller_alberta, yyc_infill, yyc_data1"" ""yWZKiWkWLV3Fqj2jrZjx"",""Homes"",""By avi"",""+14035367000"",""info@homesbyavi.com"",""2025-10-10T20:19:0",Calgary_Builders_and_Developers.csv | Calgary_Leads_Combined.csv | Calgary_Leads_For_GoHighLevel.csv | Calgary_Leads_For_GoHighLevel_PLUS247.csv | Calgary_Leads_For_GoHighLevel_PLUS247.xlsx | Export_Contacts_undefined_May_2026_10_54_PM.csv | Go High Level All Contacts.csv | library_contacts_Upload YYYC Infill .csv | library_contacts_YYYC_Infill_cleaned_E164.csv
email_contact,Homes Ltd,build@prohomesab.com,(403) 616-6981; (403) 630-9688; (403) 690-1000; (587) 327-2012,prohomesab,Builder,,,Calgary; Edmonton,"jeBm9ypsapYTJ"",,,""+14036309688"",""info@morcorcustom.ca"",""2025-12-18T15:43:06-07:00"",""Dec 18 2025 03:56 PM"",""yyc_infill"" ""wN2TdtEf1rkS7M2UtFoy"",,,""+15873272012"",""build@prohomesab.com"",""2025-12-18T15:43:",Calgary_Builders_List.csv | Calgary_Builders_List.xlsx | Export_Contacts_undefined_May_2026_10_54_PM.csv | Go High Level All Contacts.csv
email_contact,Homes Ltd,info@rarebuilt.ca,(403) 269-2456; (403) 717-0505; (403) 764-0222; (403) 888-6336,rarebuilt,Builder,,,Calgary,"""wK8D0lg7qk3qgKyDVC1U"",""Hongxing"",""Jiang"",,,""2025-10-10T20:18:44-06:00"",,""land_seller_alberta"" ""vYDApvCvyQe3GiePaFxV"",""Rarebuilt"",""Homes ltd."",""+14032692456"",""info@rarebuilt.ca"",""2025-10-10T20:18:44-0",Calgary_Builders_List.csv | Calgary_Builders_List.xlsx | Export_Contacts_undefined_May_2026_10_54_PM.csv | Go High Level All Contacts.csv
email_contact,Homes Ltd,info@epccapital.ca,(587) 689-5444; (780) 680-9171; (780) 729-7177; (780) 920-6357,epccapital,Builder,,,Calgary; Edmonton,"ct@jmbuilt.ca"",""2025-09-24T10:30:29-06:00"",""Dec 10 2025 03:10 PM"",""infill_developer, developer_builders"" ""1lxtL7vd5M6M17rzLFuK"",""Epc"",""Capital"",""+15876895444"",""info@epccapital.ca"",""2025-09-24T10:30:27",Export_Contacts_undefined_May_2026_10_54_PM.csv | Go High Level All Contacts.csv | [Drive] Buyers_Developer_Builders_xlsx_1757717916.xlsx
email_contact,Hommee Homes,info@alcam.ca,(587) 523-5765; (780) 244-0222; (780) 430-0005,alcam,Builder,Infill,,Calgary; Edmonton,"43:11-06:00"",""Jan 05 2026 11:42 AM"",""infill_developer, developer_builders, land_seller_alberta"" ""G0Mwy3nw6A7jlVGn8OSF"",""Renovations"",""By alcam"",""+15875235765"",""info@alcam.ca"",""2025-09-24T10:43:11-06:0",Export_Contacts_undefined_May_2026_10_54_PM.csv | Go High Level All Contacts.csv | [Drive] Buyers_Developer_Builders_xlsx_1757717916.xlsx
email_contact,Hopewell Residential,clients@modebuilt.ca,(587) 813-4841; (780) 710-6767,modebuilt,Builder; Developer,Infill,,Calgary; Edmonton,"""2025-09-24T10:18:08-06:00"",""Jan 05 2026 02:48 PM"",""infill_developer, developer_builders, infill_vip_yeg"" ""QfKsABVbNkHhYQDaQkeO"",""Mode"",""Built"",""+15878134841"",""clients@modebuilt.ca"",""2025-09-24T10:18:",Export_Contacts_undefined_May_2026_10_54_PM.csv | Go High Level All Contacts.csv | [Drive] Buyers_Developer_Builders_xlsx_1757717916.xlsx
email_contact,Hopewell Residential,contact@keyonehomes.ca,(403) 232-8821; (780) 729-4623,keyonehomes,Builder; Developer,,,Calgary; Edmonton,"ies"",,""edmonton@anthemproperties.com"",""2025-09-24T10:17:31-06:00"",,""infill_developer, developer_builders"" ""Xe27e45F0XLRzDe6QQf6"",""Keyonehomes"",,""+17807294623"",""contact@keyonehomes.ca"",""2025-09-24T10:1",Export_Contacts_undefined_May_2026_10_54_PM.csv | Go High Level All Contacts.csv | [Drive] Buyers_Developer_Builders_xlsx_1757717916.xlsx
email_contact,In Edmonton,info@fritztinyhomes.com,(587) 805-1027; (780) 686-0361; (780) 868-4588; (780) 908-8997,fritztinyhomes,Builder,,,Calgary; Edmonton,"es"",,""atnish@techviewhomes.com"",""2025-09-24T10:43:19-06:00"",,""infill_developer, developer_builders"" ""SFCDLlqo9P7l5qfVJsxW"",""Fritz"",""Tiny homes"",""+17806860361"",""info@fritztinyhomes.com"",""2025-09-24T10:",Export_Contacts_undefined_May_2026_10_54_PM.csv | Go High Level All Contacts.csv | [Drive] Buyers_Developer_Builders_xlsx_1757717916.xlsx
email_contact,Inc Edmonton,info@avya.ca,(587) 400-9914; (780) 434-0923; (780) 482-1334; (780) 554-9124,avya,Builder; Developer,,,Calgary; Edmonton,"""2025-09-24T10:29:39-06:00"",""Jan 05 2026 02:42 PM"",""infill_developer, developer_builders, infill_vip_yeg"" ""rwEiT00pEcj4kgKZDa33"",""Avya"",""Homes"",""+15874009914"",""info@avya.ca"",""2025-09-24T10:29:36-06:00",Export_Contacts_undefined_May_2026_10_54_PM.csv | Go High Level All Contacts.csv | [Drive] Buyers_Developer_Builders_xlsx_1757717916.xlsx
email_contact,Indigo Fine,hello@urbanindigohomes.com,(403) 264-2992; (403) 536-7000; (403) 700-2411,urbanindigohomes,Builder; Developer,Infill,,Calgary,"0Sf"",,,""+14039198674"",,""2025-12-16T14:48:39-07:00"",""Dec 25 2025 09:11 AM"",""yyc_infill, calgary_multifamily, yyc_data1"" ""d8ZYkNTEh8t0diZPcNDD"",,,""+14037002411"",""hello@urbanindigohomes.com"",""2025-12-16T",Calgary_Builders_and_Developers.csv | Calgary_Leads_Combined.csv | Calgary_Leads_For_GoHighLevel.csv | Calgary_Leads_For_GoHighLevel_PLUS247.csv | Calgary_Leads_For_GoHighLevel_PLUS247.xlsx | Export_Contacts_undefined_May_2026_10_54_PM.csv | Go High Level All Contacts.csv | library_contacts_Upload YYYC Infill .csv | library_contacts_YYYC_Infill_cleaned_E164.csv
email_contact,Intelligence House,connect@crystalcreekhomes.ca,(403) 254-6499; (780) 909-8055; (825) 459-8853,crystalcreekhomes,Builder,Single-family,,Calgary; Edmonton,"esltd@gmail.com"",""2025-09-24T10:28:15-06:00"",""Jan 06 2026 08:42 AM"",""infill_developer, developer_builders"" ""p3oVvYMFSevR4WtuzDVb"",""Crystal"",""2"",""+14032546499"",""connect@crystalcreekhomes.ca"",""2025-09-2",Export_Contacts_undefined_May_2026_10_54_PM.csv | Go High Level All Contacts.csv | [Drive] Buyers_Developer_Builders_xlsx_1757717916.xlsx
email_contact,Jager Homes,atnish@techviewhomes.com,(587) 917-2097; (780) 455-4446,techviewhomes,Builder,,,Calgary; Edmonton,"per_builders"" ""AoAdXlFNpzXUmUczx7sG"",""2025-06-23t00:00:00.000z"",,,,""2025-09-24T10:43:19-06:00"",,""infill_developer"" ""xLZ7ctF9XUE8cljIHALv"",""Tech"",""View homes"",,""atnish@techviewhomes.com"",""2025-09-24T10",Export_Contacts_undefined_May_2026_10_54_PM.csv | Go High Level All Contacts.csv | [Drive] Buyers_Developer_Builders_xlsx_1757717916.xlsx
email_contact,Jerry Homes,info@jerryhomes.ca,(403) 292-0610; (403) 966-7183; (403) 973-1409,jerryhomes,Builder,,,Calgary,"k"",,,""+14032920610"",""info@maillothomes.com"",""2025-12-18T15:43:02-07:00"",""Dec 26 2025 12:33 PM"",""yyc_infill, yyc_data1"" ""FrouV3XSXxgzTOiwVHFB"",,,""+14039731409"",""info@jerryhomes.ca"",""2025-12-18T15:43:01",Calgary_Builders_List.csv | Calgary_Builders_List.xlsx | Export_Contacts_undefined_May_2026_10_54_PM.csv | Go High Level All Contacts.csv
email_contact,,contact@jmbuilt.ca,(587) 989-7368; (780) 280-0400,jmbuilt,Builder,,,Calgary; Edmonton,"""Homes"",,""info@landmarkhomes.com"",""2025-09-24T10:30:32-06:00"",,""infill_developer, developer_builders"" ""nJJrEu7FwGA7Z9o03sNA"",""Jm"",""Built homes"",""+17802800400"",""contact@jmbuilt.ca"",""2025-09-24T10:30:29",Export_Contacts_undefined_May_2026_10_54_PM.csv | Go High Level All Contacts.csv | [Drive] Buyers_Developer_Builders_xlsx_1757717916.xlsx
email_contact,Joey Critch,mjcritch99@outlook.com,(416) 990-2272; (587) 708-7341; (780) 288-9476; (780) 404-4297; (780) 531-2360; (780) 716-6903; (780) 719-5437; (780) 880-7197,,Builder; Investor,Infill,Flip; New development; Value-add,Calgary; Edmonton; Toronto,",last touch for text for wellington Nick Sko,""780-404-4297 "",Naetech@yahoo.ca,$250k,Good,,""Works in construction, wants to do flips."", Joey Critch,780-880-7197,Mjcritch99@outlook.com or mjcralestatein",Yeg_flip- Uploaded  - Sheet1.csv | [Drive] Admin_ Investors.xlsx | [Drive] Investors to Organize.xlsx | [Drive] Solomon Buyer's List (1).xlsx | [Drive] hubspot-crm-exports-all-contacts-2024-06-10.csv | [Drive] hubspot-crm-exports-all-contacts-2024-08-16.csv
